DaggerHills 0 -11275.535156 1448.203979 89.078476
Dalaran 0 258 351 41.9076
Dalaran Inside Dome 0 258 351 41.9076
Dalaran Ruins 0 386.938 212.299 43.6994
Dalson's Tears 0 1835.04 -1568.1 59.1818
DalsonsTears 0 1855.130005 -1569.219971 59.182499
DandredsFold 0 1239.12 -286.705 42.4764
Dark Portal 0 -11853.6 -3197.44 -27.2186
Dark Shire 0 -10567.5 -1169.86 29.0826
DarkcloudPinnacle 1 -5096.018555 -1945.140015 88.737549
DarkenedBank 0 -10015.901367 -575.456543 42.751480
DarkPortal 0 -11853.6 -3197.44 -27.2186
Darkshire 0 -10559.731445 -1189.019897 28.069830
DarkshireScarletRavenInn 0 -10517.000000 -1158.390015 39.054199
Darkshore 1 6207.500000 -152.832993 79.818497
DarkwhisperGorge 1 5018.910156 -4563.939941 851.750000
Darnassus 1 8795.801758 969.427429 30.195545
Darnassus 1 9948.55 2413.59 1327.23
DarrowHillsCorners 0 -434.574585 -587.04495 53.660469
Darrowmere Lake 0 1234.83 -2118.49 50.8011
DawningIsles 0 982.34 201.239 34.9509
DeadAcre 0 -10776.184570 881.871765 33.919949
Deadeye Shore 1 918.715 -5115.69 2.85835
DeadField 0 1035.91 1540.85 30.525
DeadFields 0 1058.109985 1554.680054 350.000000
DeadmansCrossing 0 -10460.589844 -1717.501831 83.596916
Deadmines 0 -11156.758789 1528.991821 19.410166
Deadwind Pass 0 -10435.4 -1809.28 98.3851
Deathknell 0 1871.14 1587.91 91.2143
Deathknell 0 1871.14 1587.91 91.2143
DeathknellNightWebHollow 0 2019.349365 1904.359375 105.144447
DeepElemMine 0 374.222 1083.9 106.509
DeeprunTram 369 69.254242 10.256980 -4.296640 3.098323
DeepwaterTavern 0 -3823.060059 -834.526001 18.278900
Demon Fall Canyon 1 1626.91 -3057.36 89.4942
DemonFallCanyon 1 1798.751343 -3179.824951 92.012779
Den 1 -604.922363 -4156.990723 43.211208
DenOfFlame 1 -4336.82 -3018.67 33.1744
Desert Outpost Waterfall 1 10389 -1886.06 183.379
DesignerIsland 451 16303.5 -16173.5 40.4365
Desolace 1 -93.161400 1691.150024 89.064903
Developer's Playground 1 -12352.9 3055.12 15.6725
DireforgeHill 0 -2833.448242 -2880.430664 32.886501
DireMaul 429 254.588248 -24.739523 -2.560616
Dolanaar 1 9845.098633 967.632935 1306.742920
Dolanaar 1 9892.57 982.424 1313.83
Donalaar 1 9809.049805 959.187988 1315.349976
DracoDar 0 -8222.078125 -1174.151498 142.556854
Draenor Dark Portal 0 -14958.5 12761.6 36.0388
Drag 1 1860.462280 -4513.910645 23.657042
DragonmawGarrison 469 -7621.589844 -1071.479980 408.489990
DragonmawGates 0 -3465.16 -3727.56 64.5778
Dreadmaul Rock 0 -7924.68 -2624.44 220.958
DreadmaulHold 0 -10859 -2663.38 7.80049
DreadmaulPost 0 -11528.205078 -2863.730713 9.992482
DreadmaulRock 0 -7924.68 -2624.44 220.958
Dreadmurk Shore 1 -3012.72 -4345.51 6.83608
DreamBough 1 -2871.76 1885.29 52.6501
Dun Algaz 0 -4231.86 -2361.37 204.069
Dun Modr 0 -2605.21 -2341.09 83.3551
DunAlgaz 0 -4088.668213 -2663.705811 35.115078
DunBaldar 30 617.276672 -42.834068 42.289104
DunBaldar 30 654.691162 -31.733801 48.627701
DunBaldarPass 30 757.831421 -489.321869 95.844093
DunemaulCompound 1 -8492.540039 -3022.386963 9.373973
DunGarok 0 -1266.15 -1198.95 40.1765
DunModr 0 -2605.21 -2341.09 83.3551
DunMorogh 0 -5660.330078 755.299011 389.605011
Durnholde Keep 0 -489.832 -1391.35 53.3854
DurnholdeKeep 0 -489.832 -1391.35 53.3854
Durotar 1 341.420013 -4684.700195 30.949301
Duskwood 0 -10517.000000 -1158.390015 39.054199
DustfireValley 0 -6634.275391 -1876.377319 244.143814
DustPlains 0 -11116.340820 585.336975 34.417656
DustwallowMarsh 1 -3463.260010 -4123.129883 17.104300
Dwarf Outpost A 0 -5475.44 -2425.32 413.455
Dwarf Outpost B 0 -5231.95 -2366.98 398.807
DwarvenDistrict 0 -8434.686523 605.974548 94.966866
Eastern Strand 0 -1234.91 -943.205 8.62585
EastmoonRuins 1 -8867.710938 -3435.858398 13.351532
Eastvale Logging Camp 0 -9549 -1407.04 54.7673
EastvaleLoggingCamp 0 -9549 -1407.04 54.7673
EastwallTower 0 2545.236328 -4773.797852 107.254280
Echo Isles 1 -1124.19 -5535.02 8.62076
EchoIsles 1 -1124.19 -5535.02 8.62076
ecrepitFairy 0 675.698 974.873 34.8849
ElderRise 1 -1056.809448 -239.941910 159.030350
Elevation1 1 -1277.308594 118.811172 131.153946
Elevation2 1 -1134.911499 32.515255 143.354950
Elevation3 1 -1207.546875 -64.499855 157.537888
ElwynnForest 0 -9465.580078 16.847200 65.920998
Emerald Forest Statue 169 3105.41 3096.78 27.0032
Emerald Forest Trees 169 2732.93 -3319.63 101.284
EmeraldSanctuary 1 3989.177979 -1292.131470 251.131149
Everlook 1 6721.442383 -4659.089355 720.892578
Excavatin Site 0 -6092.32 -3214.55 262.727
FakfarrenRiven 1 1669.74 -1714.14 97.9564
FaldinsCove 0 -2086.88 -2074.57 5.72927
Faldir's Cove 0 -2086.88 -2074.57 5.72927
Falfarren River 1 1669.74 -1714.14 97.9564
FalfarrenRiver 1 1979.070557 -1968.065430 99.103371
Fallow Sanctuary Murloc Outpost 0 -9980.38 -3568.28 22.0569
FallowSactionary 0 -9980.38 -3568.28 22.0569
FargodeepMine 0 -9811.76 130.16 6.86
FeathermoonStronghold 1 -4411.091309 3228.021484 12.129439
Felfire Hill 1 2114.86 -2998.32 111.396
FelfireHill 1 1992.850952 -2989.656494 107.110558
Felstone Field 0 1782.26 -1211.93 59.4057
FelstoneField 0 1756.790039 -1200.150024 60.735199
Felwood 1 5483.899902 -749.880981 334.621002
Fenris Isle 0 731.866 727.793 37.0975
Fenris Isle Fortress Ruins 0 960.45 689.611 59.7365
FenrisKeep 0 960.45 689.611 59.7365
Feralas 1 -2871.76 1885.29 52.6501
Feralas 1 -4458.928711 243.414932 64.613571
Feralas Coast 1 -4522.22 2038.54 50.1436
Feralas Island Night Elf City 1 -4358.88 3241 12.3636
Feralas Ruins 1 -2858.35 2611.48 58.3777
FieldOfGiants 1 -3120.86 -2327.89 93.1243
FieldofStrife 30 -187.385788 -293.948486 6.667531
FirePlumeRidge 1 -7171.677246 -1279.850220 -184.423508
FirewatchRidge 0 -6646.511719 -829.166199 244.161072
Flat Lands Place 0 5333.04 -4795.84 0 Weird
Floating Bridge 0 -11988 -1484.99 78.9735
Floating Crystal Gates 1 -8185.09 1528.22 2.98973
FloatingCrystalGates 1 -8185.09 1528.22 2.98973
Forest's Edge 0 -9646.46 679.589 37.4136
ForestSong 1 2943.750000 -3304.344971 154.066666
ForgottenCoast 1 -4508.915527 2041.681274 51.387192
ForgottenPools 1 90.100304 -1943.439941 79.472702
ForlornCavern 0 -4637.038086 -1101.532227 501.280670
ForstriderLodge 0 -5675.42 -4244.87 407.002
FrayIsland 1 -1679.300049 -4328.959961 2.585910
FreewindPost 1 -5437.4 -2437.47 89.3083
Freewood Post 1 -5437.4 -2437.47 89.3083
FrostfireHotSprings 1 6831.958984 -2494.926758 558.434021
FrostmaneHold 0 -5584.206543 759.832153 384.290161
FrostsaberRock 1 8070.178711 -3859.557373 688.782166
FrostwishperGorge 1 5274.147461 -4712.205078 691.123596
FrostWolfKeep 30 -1326.625000 -297.883942 90.536034
FrostWolfVillage 30 -1201.051392 -366.443909 54.097630
FungalRocks 1 -6401.514160 -1755.861938 -272.255737
FungalVale 0 2448.253174 -3703.935791 179.083074
Furlbrow's Pumpkin Patch 0 -9903.53 1245.26 42.0563
FurlbrowsPumpkinPatch 0 -9903.53 1245.26 42.0563
Gadgetzad 1 -7124.131836 -3818.932129 8.410748
Gadgetzan 1 -7154.860840 -3817.942627 8.397790
GahroronsWithering 0 1668.119995 -2282.560059 59.222099
Gahrron's Withering 0 1738.52 -2319.93 59.5751
GahrronsWithering 0 1738.52 -2319.93 59.5751
GanthersRetreat 0 2563.98 -51.7975 31.7441
GapingChasm 1 -9311.041016 -3945.896240 10.662844
Garren's Haunt 0 2861.67 398.526 21.1504
Gelkis Village 1 -2222.47 2522.4 68.4424
GelkisVillage 1 -2222.47 2522.4 68.4424
Ghost Walker Post 1 -1156.34 1894.49 86.2854
Giant Orc Statue 0 -8066.68 -1621.66 132.982
Giant World Tree 0 724.846 -3996.11 149.735
Gilijim's Isle 0 -13693.5 2806.3 56.6918
GM Island 1 16222.1 16252.1 12.5872
GM Isle 1 16222.1 16252.1 12.5872
GMIsland 1 16222.619141 16265.927734 13.208492
Gnarlpine Hold 1 9114.65 1846.06 1327.5
GnarlpineHold 1 9114.65 1846.06 1327.5
Gnomeregan 0 -5179.58 660.421 388.391
Gnomeregan 0 -5189.218750 524.796143 388.106781
GnomereganTrainDepot 0 -4858.270020 756.434875 244.922714
Goblin Obeservatory 1 -10082.2 -5656.43 6.24787
GolakkaHotSprings 1 -7196.365234 -630.694885 -233.639542
Gol'Bolar Quarry 0 -5826.35 -1586.57 364.269
GolBolarQuarry 0 -5826.35 -1586.57 364.269
Goldshire 0 -9443.45 59.8944 56.0704
Goldshire 0 -9460.251953 63.061226 55.833519
Go'Shek Farm 0 -1505.51 -3030.52 12.627
GoShekFarm 0 -1505.51 -3030.52 12.627
GreatForge 0 -4795.882324 -1113.264648 498.807220
GreatLife 1 -4619.15 -1850.91 86.0563
Greatwood Vale 1 -87.9634 -565.775 -12.1339
GreatwoodVale 1 -87.9634 -565.775 -12.1339
GreenpawVillage 1 2265.585693 -1475.328369 90.808235
GreymaneWall 0 -757.376 1527.28 17.2465
GrimBatol 0 -4053.99 -3450.62 283.383
Grimeslit Dig Site 0 -6986.92 -1705.54 241.667
GrimeslitDigSite 0 -6986.92 -1705.54 241.667
Grom'Gol Base Camp 0 -12352.8 211.452 4.5846
GromGolBaseCamp 0 -12352.8 211.452 4.5846
GrommashHold 1 1926.922119 -4220.349609 40.946449
Grove of The Ancients 1 4995.94 82.9197 54.3857
GroveOfTheAncients 1 4995.94 82.9197 54.3857
Gunther's Retreat 0 2563.98 -51.7975 31.7441
GurubashiArena 0 -13152.9 342.729 52.1328
HallOfBlackhand 229 -78.581902 -401.394989 38.942799
HallOfExplorers 0 -4697.586914 -1229.278076 501.659302
HallOfLegends 1 1639.221191 -4238.832031 56.165981
Hamertoe's Digsite 0 -6411.58 -3409.85 241.537
Hammerfall 0 -1020.820496 -3542.908203 56.442707
Hammerfall 0 -950.584 -3533.13 71.8318
HammertoesDigsite 0 -6411.58 -3409.85 241.537
Headland 0 15.168597 -337.261627 130.995499
Hearthglenn 0 2918.72 -1439.39 150.782
Helm's Bed Lake 0 -5607.39 -1984.16 396.373
HelmsBedLake 0 -5607.39 -1984.16 396.373
HeroesVigil 0 -9136.28 -1053.89 70.624
Hero's Vigil 0 -9136.28 -1053.89 70.624
HiddenGrove 1 7641.779297 -4935.770020 696.609314
HiddenPath 1 -844.332825 -4217.060547 88.668396
Highperch 1 -5000.46 -940.209 -5.58816
Highperch 1 -5000.46 -940.209 -5.58816
Hillsbrad Fields Human Town 0 -501.505 91.4121 59.0582
HillsbradFields 0 -501.505 91.4121 59.0582
HillsbradFoothillInn 0 -852.854004 -576.711975 20.029301
HillsbradFootshill 0 -7.355900 -936.734009 62.333599
Hinterlands 0 357.220001 -2106.090088 121.838997
HiveAshi 1 -6543.318359 800.876709 2.608259
HiveRegal 1 -7681.918945 795.931946 -3.053955
HiveZora 1 -7250.486816 1472.884155 -3.975542
HunterRise 1 -1403.111328 -78.527832 158.934814
Hyjal 1 4674.88 -3638.37 965.264
Hyjal Cool Ancient Statue 1 4491.35 -3201.77 1026.57
Hyjal Plains Unifinished Location 1 5300.18 -2292.83 944.186
IcebloodGurrison 30 -476.417297 -196.085754 54.793446
Iceflow Lake 0 -5259.74 107.593 392.567
IceflowLake 0 -5090.167969 71.228256 394.329865
IcewingBunker 30 234.481064 -395.527832 43.235931
IcewingPass 30 281.567810 46.170521 19.191322
IcewingPass 30 439.548462 -300.347351 -41.580048
Inside Hyjal Cave 1 4858 -1840 1156
Ironband's Excavation Site 0 -5755.53 -3998.42 330.436
IronbandsExcavationSite 0 -5755.53 -3998.42 330.436
Ironbead's Tomb 0 -2849.21 -2220.06 31.3835
IronbeadsTomb 0 -2849.21 -2220.06 31.3835
Ironforge 0 -4919.977539 -957.886902 501.504242
Ironforge 0 -4981.25 -881.542 501.66
Island of Doctor Lapidis 0 -12380.3 3400.92 48.865
IsleOfDread 1 -6498.465332 3011.379639 7.430540
Jaedenar 1 4878.319336 -614.219360 360.391022
Jaguero Isle 0 -14740.7 -432.482 4.00624
JagueroIsle 0 -14740.7 -432.482 4.00624
Janeiro's Point 0 -14178.2 712.03 29.1868
JasperlodeMine 0 -9077.34 -552.93 60.35
JinthaAlor 0 -678.757 -4018.61 238.351
Jintha'Alor 0 -678.757 -4018.61 238.351
Kalimdor 1 6744.98 41.12 47.60
Karazham 0 -11127.624023 -2042.982788 47.075230
Kargath 0 -6657.350098 -2157.100098 264.132996
Kargath Orc Outpost 0 -6675.96 -2188.29 246.152
Kargathia Orc Outpost 1 2439.16 -3500.08 98.5954
KargathiaOrcOutpost 1 2439.16 -3500.08 98.5954
KargathOrcOutpost 0 -6675.96 -2188.29 246.152
Kharanos 0 -5582.32 -463.982 402
Kharanos 0 -5582.32 -463.982 402
Kodo Graveyard 1 -1305.19 1837.56 55.731
KodoGraveyard 1 -1305.19 1837.56 55.731
Kolkar Crag 1 -1028.63 -4599.8 25.5756
Kolkar Village 1 -939.787 1091.4 93.8119
KolkarCrag 1 -1028.63 -4599.8 25.5756
KolkarVillage 1 -939.787 1091.4 93.8119
Kurzen's Compound 0 -11586.5 -657.662 32.9941
KurzensCompound 0 -11586.5 -657.662 32.9941
Lake Al'Ameth 1 9477.19 1005.74 1249.01
Lake Everstill 0 -9319 -1937.94 58.0698
LakeAlAmeth 1 9534.076172 730.104919 1253.420410
LakeEverstill 0 -9319 -1937.94 58.0698
Lakeshire 0 -9277.857422 -2285.332275 67.740242
Lakeshire 0 -9282.98 -2269.64 69.39
LakeshireInn 0 -9219.370117 -2149.939941 70.606003
LakkariTarPits 1 -6478.205566 -1129.330933 -275.908661
Lethlor Ravine 0 -6935.86 -4092.06 285.906
LethlorRavine 0 -6935.86 -4092.06 285.906
LiftsToGround 1 -1035.632690 -24.082005 140.694351
Lighthouse 0 -11399.2 1947.85 10.1451
LightsHopeChapel 0 2278.364258 -5311.157227 87.200989
LittleCrater 0 -12238.253906 -2475.102539 -2.823309
LochModan 0 -4939.1 -3423.74 305.595
Longshore 0 -10513.9 2075.23 12.1819
Longshore 0 -10513.9 2075.23 12.1819
Lordamere Internment Camp 0 -74.6376 201.212 53.2755
Lordamere Lake 0 762.653 909.072 31.2142
LordamereInternmentCamp 0 -74.6376 201.212 53.2755
Lost Point 1 -3922.24 -2839.21 44.6212
LostPoint 1 -3922.24 -2839.21 44.6212
lsamar 0 -5335.61 -2982.58 332.669
Lushwater Oasis 1 -964.776 -2039.74 81.3491
LushwaterOasis 1 -964.776 -2039.74 81.3491
MaclureVineyards 0 -9881.4 88.8972 33.3196
MaestrasPost 1 3229.989746 198.252319 8.061512
MageQuarter 0 -8979.437500 851.161499 105.584290
MagicQuarter 0 1733.624634 103.444260 -61.857044
Magram Village 1 -1754.33 967.89 92.5626
MagramVillage 1 -1754.33 967.89 92.5626
MakersTerrace 0 -6092.32 -3214.55 262.727
MalakaJin 1 -191.661 -301.87 12.2698
Malden's Orchard 0 1414.28 1073.22 52.4649
MaldensOrchard 0 1414.28 1073.22 52.4649
Mannoroc Coven 1 -1879.28 1745.49 78.8892
MannoroeCoven 1 -1879.28 1745.49 78.8892
Manoroth Corpse 0 -13946.7 12416.7 98.4378
Maraudon 349 419.840332 11.336545 -132.079346
MardenholdeKeep 0 2918.72 -1439.39 150.782
MarrisStead 0 1868.959961 -3223.389893 123.065002
MarshalsRefuge 1 -6186.573730 -1106.830322 -217.059799
Marshlands 1 -7286.009766 -2125.060059 -272.114014
Marshlands 1 -7353.570313 -1792.674805 -266.037170
MasterGlaive 1 4508.169922 373.376007 32.512501
Master's Glaive 1 4577.61 419.307 33.7161
Mazthoril 1 6155.213867 -4444.948242 659.788025
Medivh's Tower 0 -11078.9 -2078.53 206.878
Menethil Bay 0 -3754.19 -1087.3 -1.71875
Menethil Harbor 0 -3740.29 -755.08 10.9643
MenethilHarbor 0 -3740.29 -755.08 10.9643
MilitartWard 0 -4970.645508 -1210.703491 501.828949
Mine 0 374.222 1083.9 106.509
MirageRaceway 1 -6202.16 -3901.68 -60.2858
MirkfallonLake 1 1570.635132 1030.234375 138.019287
Mirror Lake 0 -9355.84 537.441 52.5171
Mirror Lake Orchard 0 -9469.08 467.583 54.0913
MirrorLake 0 -9405.992188 364.768005 49.648338
MirrorLakeOrchard 0 -9469.08 467.583 54.0913
Mist's Edge 1 7742.92 -769.867 5.22102
Misty Pine Refuge 0 -5353.18 -1043.02 394.772
Misty Valley 0 -10103.4 -2431.61 28.4491
MistyPineRefuge 0 -5353.18 -1043.02 394.772
Mistyreed Strand 0 -10022.2 -4266.67 7.26064
MistyReedPost 0 -10849.620117 -4088.173828 21.744545
MistyreedStrand 0 -10022.2 -4266.67 7.26064
MistyValley 0 -10103.4 -2431.61 28.4491
Mo'Grosh Stronghold 0 -4871.78 -4025.77 313.141
MoGroshStronghold 0 -4871.78 -4025.77 313.141
MoltenBridge 230 1097.989990 -466.493988 -96.071899
MoltenCore 409 1071.902954 -488.489014 -108.219124
MoltenCore 409 1115.219971 -462.959015 -95.014801
MonstersGlaive 1 4565.216797 438.446320 32.913326
Moonbrook 0 -11018.4 1513.69 43.0152
Moonbrook Westfall 0 -11018.4 1513.69 43.0152
Moonwell 1 2454.38 -2943.27 124
MorgansPlot 0 -11094.231445 -1829.644409 72.992645
MorgansVigil 0 -8355.8818 -2752.1560 184.7555
Mountains in Flat Lands 0 3602.47 -1142.69 1.03249
Mulgore 1 -2366.699951 -345.983002 -1.293130
Mulgore Mine 1 -1915.66 -1107.44 87.572
MurlocCamp 0 -9614.887695 -2613.580322 57.531105
MysticWard 0 -4678.188477 -968.720642 501.659424
MystralLake 1 2058.465332 -998.369141 95.676445
Nerubian Pits 1 -7245.6 1678.94 -65.9066
Nethander Stead 0 -898.266 -1044.33 30.3478
NethergardeKeep 0 -11015.850586 -3326.093262 61.759388
Night Elf Portal 1 3155 -3702 121
